,RouteID,BeginPoint,EndPoint,ValueNumeric,Comments,ValueDate,StateCode,BeginDate,ValueText,DataItem
255,50200600000EB,0.16,0.24,1.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
256,50200600000EB,0.49,0.72,1.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
257,50200600000EB,1.13,1.83,1.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
258,50200600000EB,3.79,4.04,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
259,50200600000EB,4.04,4.39,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
260,5030152000000,29.86,30.39,3.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
261,5030152000000,40.4,43.98,1.0,New 2021,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
262,5030152000000,43.98,44.59,1.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
263,5040001000000,2.16,2.29,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
264,5040003000000,3.75,3.85,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
265,5040003000000,3.94,4.06,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
266,5040003010000,0.09,0.65,1.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
267,5040003010000,0.65,0.68,1.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
268,5040003020000,0.0,0.64,1.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
269,5040003020000,0.64,1.25,1.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
270,5040007000000,17.84,18.87,1.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
271,5040007000000,19.35,19.76,1.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
272,5040008000000,0.0,0.45,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
273,5040009000000,0.65,1.92,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
274,5040012000000,3.176,4.65,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
275,5040060030000,1.37,1.47,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
276,5040060040000,1.24,2.4,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
277,5040060070000,0.24,0.87,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
278,5040060070000,0.87,1.44,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
279,4330053000000,0.0,1.4,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
280,44200330000EB,4.33,5.61,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
281,44200330000EB,6.75,9.1,1.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
282,44200330000EB,15.77,17.73,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
283,5440014140000,0.0,0.66,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
284,5430014000000,11.28,11.76,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
285,5430014000000,15.19,15.32,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
286,5430014000000,15.32,15.45,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
287,5430014000000,16.1,16.76,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
288,5430014000100,0.0,0.63,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
289,1830002000000,0.0,2.7,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
290,1830002000000,10.86,11.0,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
291,1830002000000,11.14,11.28,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
292,5330014000000,19.34,20.71,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
293,3730016000000,7.41,8.23,1.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
294,18100770000NB,132.44,137.74,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
295,18100770000NB,137.74,138.83,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
296,18100770000NB,138.83,145.99,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
297,18100770000NB,145.99,150.45,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
298,07200330000EB,0.09,2.33,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
299,07200330000EB,3.68,5.03,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
300,07200330000EB,6.62,8.3,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
301,5430095000000,3.77,3.99,3.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
302,5430095000000,6.44,6.58,3.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
303,54100770000NB,156.99,158.69,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
304,54100770000NB,158.69,160.38,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
305,54100770000NB,160.38,161.66,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
306,54100770000NB,161.66,162.73,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
307,54100770000NB,162.73,168.205,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
308,54100770000NB,168.205,168.37,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
309,54100770000NB,168.37,172.29,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
310,54100770000NB,173.94,176.46,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
311,54100770000NB,176.46,176.76,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
312,54100770000NB,185.64,186.72,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
313,54100770000NB,186.8,187.21,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
314,3730002000000,3.71,4.75,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
315,3730002000000,5.72,6.86,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
316,3730002000000,14.95,17.49,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
317,5440014160000,0.18,0.86,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
318,5440014160000,0.86,1.23,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
319,5440014160000,2.89,3.83,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
320,5440021020000,0.0,0.39,1.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
321,0730005000000,12.09,12.62,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
322,5430047000000,0.45,0.56,0.75,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
323,54200500000EB,8.94,9.2,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
324,54200500000EB,9.3,10.02,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
325,43200500000EB,8.02,9.99,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
326,43200500000EB,10.83,11.79,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
327,43200500000EB,12.54,12.85,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
328,43200500000EB,13.57,14.78,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
329,5430068000000,0.0,0.35,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
330,18200330000EB,11.09,11.48,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
331,18200330000EB,21.43,24.76,0.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
332,1840021000000,19.64,20.96,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
333,1840021000000,28.32,29.88,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
334,5440047040000,0.0,0.23,0.75,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
335,09200500000EB,0.0,3.98,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
336,09200500000EB,3.98,5.61,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
337,09200500000EB,5.63,6.54,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
338,09200500000EB,8.26,8.8,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
339,09200500000EB,8.8,9.75,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
340,09200500000EB,9.75,11.01,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
341,09200500000EB,11.43,12.1,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
342,09200500000EB,12.1,12.96,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
343,09200500000EB,17.75,18.87,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
344,0940003000000,4.14,5.77,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
345,0940011000000,11.45,12.55,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
346,17100790000NB,106.42,107.57,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
347,17100790000NB,107.57,107.94,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
348,17100790000NB,107.94,109.77,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
349,17100790000NB,109.77,110.29,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
350,17100790000NB,110.29,111.13,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
351,17100790000NB,111.13,111.91,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
352,17100790000NB,111.91,114.132,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
353,17100790000NB,114.9,115.33,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
354,17100790000NB,115.33,115.8,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
355,17100790000NB,115.8,115.9,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
356,17100790000NB,115.9,117.17,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
357,17100790000NB,117.17,117.74,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
358,17100790000NB,122.43,122.9,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
359,17100790000NB,122.9,123.988,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
360,17100790000NB,123.988,125.38,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
361,17100790000NB,125.38,125.8,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
362,17100790000NB,125.8,129.217,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
363,17200500000EB,0.0,1.53,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
364,17200500000EB,1.53,3.37,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
365,17200500000EB,3.42,3.8,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
366,17200500000EB,6.11,7.18,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
367,17200500000EB,7.18,12.29,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
368,17200500000EB,12.29,12.88,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
369,17200500000EB,13.25,13.56,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
370,17200500000EB,13.78,14.03,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
371,17200500000EB,14.03,14.2,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
372,17200500000EB,14.2,14.25,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
373,17200500000EB,14.324,14.6,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
374,17200500000EB,14.6,14.64,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
375,17200500000EB,14.96,15.3,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
376,17200500000EB,15.3,15.31,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
377,17200500000EB,15.465,15.57,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
378,17200500000EB,15.68,15.7,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
379,17200500000EB,15.7,16.24,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
380,17200500000EB,16.27,17.79,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
381,17200500000EB,17.79,18.0,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
382,17200500000EB,18.32,18.45,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
383,17200500000EB,18.45,18.52,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
384,17200500000EB,18.52,18.8,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
385,17200500000EB,18.85,19.21,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
386,1730020002300,0.0,0.13,1.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
387,1730098000000,0.42,1.96,1.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
388,1730131000000,4.33,5.47,0.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
389,1740006000000,0.0,0.808,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
390,1740019570000,0.0,0.49,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
391,1740024020000,0.75,0.87,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
392,1740024020000,1.09,1.86,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
393,1740050400000,0.0,0.67,3.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
394,25100790000NB,129.22,129.52,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
395,25100790000NB,129.52,129.8,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
396,25100790000NB,129.8,129.9,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
397,25100790000NB,129.9,130.19,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
398,25100790000NB,130.19,130.48,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
399,25100790000NB,130.53,132.8,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
400,25100790000NB,132.8,133.0,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
401,25100790000NB,133.0,133.37,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
402,25100790000NB,133.37,134.97,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
403,25100790000NB,134.97,135.66,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
404,25100790000NB,135.66,136.64,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
405,25100790000NB,136.64,139.1,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
406,25100790000NB,139.1,139.82,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
407,25100790000NB,139.82,140.352,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
408,25200190000NB,7.97,8.47,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
409,25202500000NB,2.87,3.0,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
410,25202500000NB,3.785,4.16,1.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
411,2530310000000,7.16,7.808,1.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
412,2530310000000,8.35,8.45,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
413,2540019310000,0.4,0.89,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
414,2540054000000,0.0,0.183,3.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
415,2540072000000,1.02,1.79,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
416,2540072000000,2.07,2.67,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
417,2540072040000,0.0,0.13,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
418,2540073000000,2.45,3.55,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
419,2540073730000,2.11,2.33,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
420,2540073730000,2.673,3.34,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
421,31100680000EB,0.0,0.32,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
422,31100680000EB,1.15,2.67,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
423,31100680000EB,2.67,4.13,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
424,31100680000EB,6.18,6.77,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
425,31100680000EB,6.77,7.2,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
426,31100680000EB,7.2,7.54,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
427,31100680000EB,7.54,8.89,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
428,31100680000EB,8.89,9.4,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
429,31100680000EB,10.32,10.79,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
430,31100680000EB,10.79,13.149,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
431,31100680004NB,0.0,0.84,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
432,31100680005SB,0.65,1.14,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
433,31100680006EB,0.0,0.89,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
434,31100790000NB,142.37,142.4,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
435,31100790000NB,142.4,143.81,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
436,31100790000NB,143.81,144.95,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
437,31100790000NB,144.95,145.2,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
438,31100790000NB,145.2,145.65,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
439,31100790000NB,145.65,147.85,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
440,31100790000NB,147.85,148.022,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
441,31100790000NB,148.29,148.47,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
442,31100790000NB,148.47,148.66,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
443,31100790000NB,148.66,149.05,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
444,31100790000NB,149.05,149.29,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
445,31100790000NB,149.29,149.38,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
446,31100790000NB,149.38,149.68,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
447,31100790000NB,149.68,150.74,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
448,31100790000NB,150.74,151.07,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
449,31100790000NB,151.07,152.32,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
450,31100790000NB,152.32,152.501,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
451,31100790000NB,152.92,156.983,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
452,31100790000NB,157.0,160.5,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
453,31100790000NB,160.5,160.52,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
454,31201190000NB,18.2,19.66,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
455,31201190000NB,19.66,20.0,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
456,31201190000NB,20.0,20.47,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
457,3130007000000,4.42,4.54,1.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
458,3130007000000,25.15,25.85,0.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
459,3130007000000,25.85,26.01,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
460,3130007000000,26.01,27.03,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
461,3130007000000,27.03,27.265,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
462,3130007000000,34.71,35.76,1.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
463,3130007000000,35.76,36.13,1.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
464,3130007000000,38.29,38.65,1.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
465,3140060000000,0.0,0.85,1.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
466,3140060000000,0.85,1.75,1.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
467,3140082000000,0.0,1.88,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
468,39100680000EB,14.66,18.1,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
469,39100680000EB,18.1,18.12,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
470,39100680000EB,18.12,18.2,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
471,39100680000EB,18.2,23.34,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
472,39100680000EB,26.75,28.64,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
473,39100680000EB,28.64,29.23,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
474,39100680000EB,29.23,31.24,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
475,39100680000EB,31.24,31.42,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
476,39100680000EB,31.42,32.06,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
477,39202190000NB,0.0,0.8,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
478,39202190000NB,0.8,3.01,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
479,39202190000NB,3.01,3.31,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
480,39202190000NB,3.31,4.76,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
481,3930072000000,18.42,20.44,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
482,3940003000000,4.6,7.27,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
483,46200500000EB,12.99,13.65,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
484,46202500000NB,6.95,7.082,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
485,46202500000NB,16.38,16.52,1.5,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
486,02100810000NB,0.0,1.39,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
487,02100810000NB,1.39,6.27,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
488,02100810000NB,6.27,11.63,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
489,02100810000NB,11.63,13.54,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
490,02100810000NB,13.54,14.26,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
491,02100810000NB,14.26,15.22,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
492,02100810000NB,15.22,15.62,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
493,02100810000NB,15.62,15.95,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
494,02100810000NB,15.95,16.23,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
495,02100810000NB,16.23,17.3,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
496,02100810000NB,17.3,18.13,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
497,02100810000NB,18.13,20.37,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
498,02100810000NB,20.37,23.0,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
499,02100810000NB,23.0,23.4,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
500,02100810000NB,23.4,23.46,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
501,02100810000NB,23.46,23.5,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
502,02100810000NB,23.5,24.53,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
503,02100810000NB,24.53,25.9,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
504,02100810000NB,25.9,26.0,2.0,same as 2020,,54,01/01/2022,,LAST_OVERLAY_THICKNESS
